	mass A		
t	x	y	
0.000	-18.32	-96.07
0.033		
0.067		
0.100		
0.133		
0.167	-18.90	-96.07
0.200	-17.73	-97.82
0.233	-22.41	-100.2
0.267	-24.17	-94.90
0.300	-28.26	-87.30
0.333	-30.60	-69.76
0.367	-23.00	-54.56
0.400	-8.965	-32.34
0.433	1.559	-21.23
0.467	16.18	-10.12
0.500	41.32	0.402
0.533	54.18	0.402
0.567	72.89	-0.183
0.600	101.5	-11.88
0.633	115.0	-21.81
0.667	137.2	-38.19
0.700	178.1	-59.82
0.733	209.1	-60.99
0.767	236.0	-27.08
0.800	233.1	-2.521
0.833	217.3	28.47
0.867	198.6	49.51
0.900	182.2	60.62
