	mass A		
t	x	y	
0.000	556.0	-641.0
0.017		
0.033	557.0	-641.0
0.050		
0.067	560.0	-643.0
0.083		
0.100	559.0	-643.0
0.117		
0.133	559.0	-643.0
0.150		
0.167	560.0	-649.0
0.183		
0.200	560.0	-653.0
0.217		
0.233	560.0	-651.0
0.250		
0.267	560.0	-651.0
0.283		
0.300	560.0	-654.0
0.317		
0.333	560.0	-654.0
0.350		
0.367	560.0	-654.0
0.383		
0.400	563.0	-658.0
0.417		
0.433	564.0	-657.0
0.450		
0.467	563.0	-659.0
0.483		
0.500	563.0	-661.0
0.517		
0.533	563.0	-661.0
0.550		
0.567	563.0	-662.0
0.583		
0.600	563.0	-662.0
0.617		
0.633	563.0	-662.0
0.650		
0.667	563.0	-662.0
0.683		
0.700	563.0	-662.0
0.717		
0.733	563.0	-662.0
0.750		
0.767	563.0	-662.0
0.783		
0.800	563.0	-662.0
0.817		
0.833	563.0	-662.0
0.850		
0.867	563.0	-660.0
0.883		
0.900	562.0	-658.0
0.917		
0.933	562.0	-656.0
0.950		
0.967	562.0	-655.0
0.983		
1.000	561.0	-651.0
1.017		
1.033	561.0	-649.0
1.050		
1.067	559.0	-645.0
1.083		
1.100	559.0	-643.0
1.117		
1.133	562.0	-632.0
1.150		
1.167	563.0	-629.0
1.183		
1.200	571.0	-624.0
1.217		
1.233	579.0	-621.0
1.250		
1.267	577.0	-620.0
1.283		
1.300	582.0	-618.0
1.317		
1.333	595.0	-609.0
1.350		
1.367	606.0	-608.0
1.383		
1.400	613.0	-606.0
1.417		
1.433	619.0	-605.0
1.450		
1.467	621.0	-605.0
1.483		
1.500	630.0	-602.0
1.517		
1.533	645.0	-600.0
1.550		
1.567	650.0	-601.0
1.583		
1.600	657.0	-598.0
1.617		
1.633	661.0	-599.0
1.650		
1.667	673.0	-599.0
1.683		
1.700	690.0	-600.0
1.717		
1.733	695.0	-597.0
1.750		
1.767	691.0	-601.0
1.783		
1.800	700.0	-599.0
1.817		
1.833	714.0	-601.0
1.850		
1.867	717.0	-601.0
1.883		
1.900	729.0	-604.0
1.917		
1.933	746.0	-606.0
1.950		
1.967	748.0	-606.0
1.983		
2.000	746.0	-603.0
2.017		
2.033	763.0	-610.0
2.050		
2.067	777.0	-612.0
2.083		
2.100	779.0	-612.0
2.117		
2.133	799.0	-617.0
2.150		
2.167	799.0	-618.0
2.183		
2.200	817.0	-625.0
2.217		
2.233	817.0	-625.0
2.250		
2.267	836.0	-630.0
2.283		
2.300	865.0	-636.0
2.317		
2.333	866.0	-634.0
2.350		
2.367	866.0	-634.0
2.383		
2.400	894.0	-635.0
2.417		
2.433	895.0	-634.0
2.450		
2.467	925.0	-626.0
2.483		
2.500	925.0	-626.0
2.517		
2.533	925.0	-625.0
2.550		
2.567	942.0	-615.0
2.583		
2.600	961.0	-598.0
2.617		
2.633	958.0	-595.0
2.650		
2.667	965.0	-580.0
2.683		
2.700	965.0	-579.0
2.717		
2.733	969.0	-569.0
2.750		
2.767	970.0	-566.0
2.783		
2.800	970.0	-566.0
2.817		
2.833	970.0	-566.0
2.850		
2.867	969.0	-555.0
2.883		
2.900	969.0	-543.0
2.917		
2.933	967.0	-535.0
2.950		
2.967	965.0	-526.0
2.983		
3.000	965.0	-526.0
3.017		
3.033	959.0	-527.0
