	mass A		
t	x	y	
0.000	671.6	-678.0
0.017		
0.033	673.0	-675.3
0.050		
0.067	673.0	-675.3
0.083		
0.100	673.0	-676.9
0.117		
0.133	673.8	-676.1
0.150		
0.167	669.9	-677.7
0.183		
0.200	670.7	-677.7
0.217		
0.233	672.2	-676.1
0.250		
0.267	673.8	-676.1
0.283		
0.300	673.8	-676.1
0.317		
0.333	676.2	-676.1
0.350		
0.367	677.8	-674.5
0.383		
0.400	681.8	-674.5
0.417		
0.433	682.6	-674.5
0.450		
0.467	684.1	-673.7
0.483		
0.500	684.1	-673.7
0.517		
0.533	684.1	-673.7
0.550		
0.567	686.5	-674.5
0.583		
0.600	687.3	-674.5
0.617		
0.633	690.5	-676.1
0.650		
0.667	697.6	-676.1
0.683		
0.700	704.0	-676.1
0.717		
0.733	703.2	-675.3
0.750		
0.767	704.8	-675.3
0.783		
0.800	706.4	-675.3
0.817		
0.833	708.8	-675.3
0.850		
0.867	715.9	-676.1
0.883		
0.900	715.9	-677.7
0.917		
0.933	720.7	-676.9
0.950		
0.967	721.5	-677.7
0.983		
1.000	726.2	-677.7
1.017		
1.033	729.4	-677.7
1.050		
1.067	733.4	-678.5
1.083		
1.100	734.2	-678.5
1.117		
1.133	739.7	-680.0
1.150		
1.167	743.7	-680.0
1.183		
1.200	746.1	-680.0
1.217		
1.233	754.8	-679.3
1.250		
1.267	754.8	-679.3
1.283		
1.300	757.2	-679.3
1.317		
1.333	758.0	-679.3
1.350		
1.367	768.3	-678.5
1.383		
1.400	769.1	-678.5
1.417		
1.433	772.3	-677.7
1.450		
1.467	773.1	-676.9
1.483		
1.500	777.8	-676.1
1.517		
1.533	779.4	-675.3
1.550		
1.567	782.6	-674.5
1.583		
1.600	783.4	-672.9
1.617		
1.633	791.3	-670.5
1.650		
1.667	792.1	-672.1
1.683		
1.700	791.3	-672.1
1.717		
1.733	791.3	-673.7
