	mass A		
t	x	y	
0.000	-64.51	-63.33
0.033	-64.51	-62.74
0.067	-63.92	-65.08
0.100	-64.51	-67.42
0.133	-64.51	-68.59
0.167	-64.51	-75.60
0.200	-70.35	-80.86
0.233	-69.77	-80.28
0.267	-69.77	-83.20
0.300	-69.77	-83.20
0.333	-72.11	-67.42
0.367	-69.77	-49.29
0.400	-51.06	-25.91
0.433	-32.35	-13.05
0.467	-14.23	-4.275
0.500	14.42	4.495
0.533	38.39	7.418
0.567	70.55	0.402
0.600	93.35	-8.952
0.633	115.0	-22.98
0.667	158.8	-45.79
0.700	198.0	-57.48
0.733	230.7	-46.95
0.767	255.9	-13.63
0.800	258.2	16.19
0.833	251.8	51.85
0.867	241.9	70.56
0.900	219.6	86.35
0.933	202.7	95.12
0.967	192.7	95.12
