	mass A		
t	x	y	
0.000	556.2	-651.5
0.033	556.8	-651.1
0.067	555.9	-653.8
0.100	555.9	-653.8
0.133	555.9	-653.8
0.167	557.7	-655.5
0.200	558.6	-659.1
0.233	555.9	-658.2
0.267	559.5	-656.4
0.300	558.6	-656.4
0.333	557.7	-659.1
0.367	557.7	-659.1
0.400	557.7	-659.1
0.433	557.7	-660.0
0.467	557.7	-660.0
0.500	557.7	-660.0
0.533	557.7	-660.0
0.567	558.6	-659.1
0.600	557.7	-660.9
0.633	557.7	-660.9
0.667	559.5	-662.7
0.700	559.5	-662.7
0.733	559.5	-662.7
0.767	559.5	-662.7
0.800	559.5	-662.7
0.833	559.5	-662.7
0.867	559.5	-662.7
0.900	559.5	-662.7
0.933	559.5	-662.7
0.967	558.6	-660.0
1.000	558.6	-663.6
1.033	558.6	-661.8
1.067	557.7	-660.0
1.100	557.7	-660.0
1.133	557.7	-660.0
1.167	556.8	-660.0
1.200	556.8	-660.0
1.233	556.8	-657.3
1.267	556.8	-657.3
1.300	556.8	-657.3
1.333	556.8	-655.5
1.367	555.0	-655.5
1.400	555.9	-653.8
1.433	557.7	-652.9
1.467	558.6	-652.0
1.500	557.7	-651.1
1.533	557.7	-648.4
1.567	559.5	-648.4
1.600	562.1	-644.9
1.633	563.0	-643.1
1.667	563.0	-643.1
1.700	568.4	-643.1
1.733	567.5	-642.2
1.767	569.3	-642.2
1.800	571.9	-640.4
1.833	572.8	-639.5
1.867	572.8	-639.5
1.900	571.9	-639.5
1.933	578.2	-635.0
1.967	578.2	-635.0
2.000	592.4	-634.2
2.033	592.4	-634.2
2.067	592.4	-634.2
2.100	588.0	-634.2
2.133	595.1	-632.4
2.167	595.1	-632.4
2.200	595.1	-632.4
2.233	608.5	-632.4
2.267	608.5	-632.4
2.300	608.5	-632.4
2.333	614.7	-631.5
2.367	618.3	-631.5
2.400	629.0	-631.5
2.433	629.0	-631.5
2.467	629.0	-631.5
2.500	637.9	-632.4
2.533	637.9	-632.4
2.567	637.9	-632.4
2.600	639.7	-631.5
2.633	649.5	-634.2
2.667	650.3	-632.4
2.700	650.3	-633.3
2.733	661.9	-635.9
2.767	661.9	-635.9
2.800	662.8	-635.9
2.833	671.7	-637.7
2.867	671.7	-636.8
2.900	671.7	-636.8
2.933	671.7	-636.8
2.967	685.1	-639.5
3.000	685.1	-639.5
3.033	686.0	-641.3
3.067	699.4	-643.1
3.100	699.4	-643.1
3.133	700.2	-643.1
3.167	698.5	-645.7
3.200	712.7	-648.4
3.233	712.7	-647.5
3.267	711.8	-649.3
3.300	728.8	-652.0
3.333	728.8	-652.0
3.367	728.8	-652.0
3.400	728.8	-652.0
3.433	745.7	-658.2
3.467	745.7	-658.2
3.500	745.7	-658.2
3.533	744.8	-658.2
3.567	763.5	-659.1
3.600	763.5	-659.1
3.633	763.5	-659.1
3.667	763.5	-659.1
3.700	781.3	-664.5
3.733	783.1	-664.5
3.767	783.1	-664.5
3.800	783.1	-664.5
3.833	805.4	-665.3
3.867	805.4	-665.3
3.900	805.4	-665.3
3.933	805.4	-665.3
3.967	829.5	-661.8
4.000	833.0	-660.9
4.033	833.0	-660.9
4.067	833.0	-660.9
4.100	850.0	-657.3
4.133	850.0	-657.3
4.167	850.0	-657.3
4.200	869.6	-649.3
4.233	869.6	-649.3
4.267	869.6	-649.3
4.300	869.6	-649.3
4.333	881.1	-639.5
4.367	881.1	-639.5
4.400	881.1	-639.5
4.433	881.1	-639.5
4.467	886.5	-630.6
4.500	888.3	-626.1
4.533	888.3	-626.1
4.567	896.3	-617.2
4.600	895.4	-617.2
4.633	897.2	-617.2
4.667	895.4	-617.2
4.700	894.5	-617.2
4.733	899.0	-608.3
4.767	899.9	-606.5
4.800	899.9	-605.6
4.833	899.9	-605.6
4.867	899.9	-605.6
4.900	899.9	-605.6
