	mass A		
t	x	y	
0.000	668.0	-674.3
0.033	670.2	-671.0
0.067	670.2	-671.0
0.100	670.2	-671.0
0.133	670.2	-671.0
0.167	670.2	-671.0
0.200	668.0	-669.8
0.233	668.0	-669.8
0.267	668.0	-669.8
0.300	665.7	-664.2
0.333	665.7	-664.2
0.367	668.0	-666.5
0.400	666.8	-664.2
0.433	664.6	-665.3
0.467	664.6	-663.1
0.500	664.6	-663.1
0.533	665.7	-660.8
0.567	668.0	-659.7
0.600	668.0	-659.7
0.633	666.8	-656.3
0.667	666.8	-656.3
0.700	665.7	-655.2
0.733	665.7	-655.2
0.767	664.6	-655.2
0.800	663.5	-653.0
0.833	664.6	-648.5
0.867	664.6	-648.5
0.900	665.7	-648.5
0.933	665.7	-648.5
0.967	666.8	-645.1
1.000	666.8	-644.0
1.033	666.8	-641.7
1.067	668.0	-638.4
1.100	668.0	-638.4
1.133	668.0	-638.4
1.167	668.0	-637.3
1.200	668.0	-637.3
1.233	668.0	-637.3
1.267	671.3	-631.6
1.300	672.4	-630.5
1.333	679.2	-629.4
1.367	675.8	-627.1
1.400	675.8	-627.1
1.433	681.4	-628.3
1.467	681.4	-626.0
1.500	681.4	-624.9
1.533	681.4	-624.9
1.567	685.9	-624.9
1.600	687.1	-623.8
1.633	688.2	-622.7
1.667	690.4	-620.4
1.700	691.5	-623.8
1.733	693.8	-621.5
1.767	698.3	-617.0
1.800	699.4	-615.9
1.833	699.4	-617.0
1.867	705.0	-614.8
1.900	705.0	-617.0
1.933	706.1	-615.9
1.967	712.9	-615.9
2.000	714.0	-614.8
2.033	714.0	-614.8
2.067	720.7	-614.8
2.100	720.7	-614.8
2.133	720.7	-614.8
2.167	727.5	-614.8
2.200	729.7	-614.8
2.233	729.7	-614.8
2.267	729.7	-614.8
2.300	736.5	-614.8
2.333	737.6	-613.7
2.367	737.6	-613.7
2.400	744.3	-614.8
2.433	744.3	-614.8
2.467	744.3	-614.8
2.500	744.3	-614.8
2.533	744.3	-614.8
2.567	744.3	-614.8
2.600	744.3	-614.8
2.633	744.3	-614.8
2.667	744.3	-614.8
2.700	754.4	-617.0
2.733	754.4	-615.9
2.767	754.4	-615.9
2.800	754.4	-615.9
2.833	763.4	-617.0
2.867	763.4	-617.0
2.900	763.4	-617.0
2.933	772.4	-618.2
2.967	774.7	-618.2
3.000	774.7	-618.2
3.033	774.7	-618.2
3.067	784.8	-621.5
3.100	784.8	-621.5
3.133	784.8	-621.5
3.167	784.8	-621.5
3.200	798.3	-626.0
3.233	800.5	-624.9
3.267	800.5	-624.9
3.300	808.4	-623.8
3.333	809.5	-623.8
3.367	809.5	-623.8
3.400	828.6	-623.8
3.433	828.6	-623.8
3.467	826.3	-622.7
3.500	821.8	-626.0
3.533	839.8	-622.7
3.567	839.8	-622.7
3.600	839.8	-622.7
3.633	852.2	-621.5
3.667	852.2	-621.5
3.700	852.2	-621.5
3.733	852.2	-621.5
3.767	866.8	-619.3
3.800	866.8	-619.3
3.833	866.8	-619.3
3.867	866.8	-619.3
3.900	875.8	-615.9
3.933	875.8	-612.5
3.967	876.9	-614.8
4.000	888.1	-610.3
4.033	888.1	-610.3
4.067	888.1	-610.3
4.100	888.1	-608.0
4.133	894.9	-603.6
4.167	897.1	-605.8
4.200	896.0	-603.6
4.233	892.6	-604.7
4.267	903.8	-597.9
4.300	899.3	-600.2
4.333	901.6	-599.1
4.367	900.5	-600.2
4.400	907.2	-592.3
4.433	908.3	-592.3
4.467	908.3	-592.3
4.500	911.7	-587.8
4.533	912.8	-585.6
4.567	912.8	-585.6
4.600	913.9	-586.7
4.633	911.7	-586.7
